new_name,original_name,dataset,split,has_label
img_000019.jpg,Copy-of-IMG_7805-1-_jpg.rf.345633ec9f374ebbab6978d9b039b4c0.jpg,Roboflow_dataset10-yolo26,train,True
img_000020.jpg,Copy-of-IMG_7806-1-_jpg.rf.63126e9e27420a6f82ac341bef67281c.jpg,Roboflow_dataset10-yolo26,train,True
img_000021.jpg,Copy-of-IMG_7807-1-_jpg.rf.ffb7d741d3acd352bf33bdbfa2f37e8d.jpg,Roboflow_dataset10-yolo26,train,True
img_000022.jpg,Copy-of-IMG_7808-1-_jpg.rf.1219bf6bdac43447140efadd353d179c.jpg,Roboflow_dataset10-yolo26,train,True
img_000023.jpg,Copy-of-IMG_7809-1-_jpg.rf.dd2cf973f0b35b38c1c5df627ab560cb.jpg,Roboflow_dataset10-yolo26,train,True
img_000024.jpg,Copy-of-IMG_7811-1-_jpg.rf.258b6cca554a4b46b2936456473d289c.jpg,Roboflow_dataset10-yolo26,train,True
img_000025.jpg,Copy-of-IMG_7812-1-_jpg.rf.2aeb056203a8f97269dd78eca65d28f3.jpg,Roboflow_dataset10-yolo26,train,True
img_000026.jpg,Copy-of-IMG_7813-1-_jpg.rf.738c51ed7c1b08698b745db609381f6c.jpg,Roboflow_dataset10-yolo26,train,True
img_000027.jpg,Copy-of-IMG_7814-1-_jpg.rf.257300251f65e8e0d7b7ecbf0a6f0640.jpg,Roboflow_dataset10-yolo26,train,True
img_000028.jpg,Copy-of-IMG_7815-1-_jpg.rf.d89eca4de2aabbe3a005a29b9fc98283.jpg,Roboflow_dataset10-yolo26,train,True
img_000029.jpg,Copy-of-IMG_7816-1-_jpg.rf.33848fa79a22aaf99716031924a2950b.jpg,Roboflow_dataset10-yolo26,train,True
img_000030.jpg,Copy-of-IMG_7818-1-_jpg.rf.e6fe68c3ad9324057ae005ac32a8dff6.jpg,Roboflow_dataset10-yolo26,train,True
img_000031.jpg,Copy-of-IMG_7819_jpg.rf.b3bd9aa73d975ad1b15121b9a4fe6721.jpg,Roboflow_dataset10-yolo26,train,True
img_000032.jpg,Copy-of-IMG_7820_jpg.rf.9aa245d12ec2cd75568343569bf18a9d.jpg,Roboflow_dataset10-yolo26,train,True
img_000033.jpg,Copy-of-IMG_7821-1-_jpg.rf.d6a08eab31a5ef8ae8b811df19fe8459.jpg,Roboflow_dataset10-yolo26,train,True
img_000034.jpg,Copy-of-IMG_7822-1-_jpg.rf.9df82938608da9facf9a184a5e2170a7.jpg,Roboflow_dataset10-yolo26,train,True
img_000035.jpg,Copy-of-IMG_7823-1-_jpg.rf.0d60b5ab396dc2494ed2d7c37aa2e887.jpg,Roboflow_dataset10-yolo26,train,True
img_000036.jpg,Copy-of-IMG_7824_jpg.rf.3d90d71467ed6381d3932186a4794d00.jpg,Roboflow_dataset10-yolo26,train,True
img_000037.jpg,Copy-of-IMG_7827_jpg.rf.9ba1c17853537802ed86c9a501c833df.jpg,Roboflow_dataset10-yolo26,train,True
img_000038.jpg,Copy-of-IMG_7828_jpg.rf.33bfe8566f08a46a5415fe1c8d52323c.jpg,Roboflow_dataset10-yolo26,train,True
img_000039.jpg,IMG20250107170558_jpg.rf.f44feb58a47dc009f85b912241872b3f.jpg,Roboflow_dataset10-yolo26,train,True
img_000040.jpg,IMG20250107170741_01_jpg.rf.9dc44d448c462157236422a36fdbba4c.jpg,Roboflow_dataset10-yolo26,train,True
img_000041.jpg,IMG20250107170741_jpg.rf.a6b521b52dd9e2347107de4796ecde30.jpg,Roboflow_dataset10-yolo26,train,True
img_000042.jpg,IMG20250107170745_jpg.rf.f9d045b813a63ace37f5cc828fe50c21.jpg,Roboflow_dataset10-yolo26,train,True
img_000043.jpg,IMG20250107170751_jpg.rf.b2fbc475e15114f1ac158496bcde9c62.jpg,Roboflow_dataset10-yolo26,train,True
img_000044.jpg,IMG20250107170753_jpg.rf.1837e68298c653db0cd202886185a78f.jpg,Roboflow_dataset10-yolo26,train,True
img_000045.jpg,IMG20250107170756_jpg.rf.57ab0a4b2c869cae86bc8051f53d01f6.jpg,Roboflow_dataset10-yolo26,train,True
img_000046.jpg,IMG20250107170912_jpg.rf.c816b99fa72d547f3ee6c561b8713710.jpg,Roboflow_dataset10-yolo26,train,True
img_000047.jpg,IMG20250107170914_jpg.rf.da5c47cd63c5bfce7f21b0311e78c370.jpg,Roboflow_dataset10-yolo26,train,True
img_000048.jpg,IMG20250107170916_jpg.rf.730e1b4aaaab9cda41f3e07dc1804435.jpg,Roboflow_dataset10-yolo26,train,True
img_000049.jpg,IMG20250107170924_jpg.rf.4a4552ee5c257ae99716439f3b12b75a.jpg,Roboflow_dataset10-yolo26,train,True
img_000050.jpg,IMG20250107170926_jpg.rf.42aec64fc64730b4be10426d17b0418f.jpg,Roboflow_dataset10-yolo26,train,True
img_000051.jpg,IMG20250107170929_jpg.rf.ccde36d023a7a527fd6a32780f71b9d5.jpg,Roboflow_dataset10-yolo26,train,True
img_000052.jpg,IMG20250107170933_jpg.rf.32cdd0aba5b48e5fa1a0c2693f77bc7a.jpg,Roboflow_dataset10-yolo26,train,True
img_000053.jpg,IMG20250107170936_jpg.rf.66b90310bd24d3d09baa35c747f5b28e.jpg,Roboflow_dataset10-yolo26,train,True
img_000054.jpg,IMG20250107170939_jpg.rf.aa9ebb2bc6408c54b33fb5679781ab01.jpg,Roboflow_dataset10-yolo26,train,True
img_000055.jpg,IMG20250107170941_jpg.rf.44675a9185218382eb3cdbff51058f01.jpg,Roboflow_dataset10-yolo26,train,True
img_000056.jpg,IMG20250107170948_jpg.rf.1c75b4815447f8d9623940a9045b8d8c.jpg,Roboflow_dataset10-yolo26,train,True
img_000057.jpg,IMG20250107170951_jpg.rf.eb5c873b4ca62f4d281b925d362f1268.jpg,Roboflow_dataset10-yolo26,train,True
img_000058.jpg,IMG20250107170953_jpg.rf.e05ca82d6027f75177f733629a6e86ca.jpg,Roboflow_dataset10-yolo26,train,True
img_000059.jpg,IMG20250107171011_jpg.rf.be9d32253f286af0fe5e6ef2295800a4.jpg,Roboflow_dataset10-yolo26,train,True
img_000060.jpg,IMG20250107171027_jpg.rf.455a9cddcca1dd06dcf101ea647ef1c9.jpg,Roboflow_dataset10-yolo26,train,True
img_000061.jpg,IMG20250107171033_jpg.rf.5b691c5d3d5a8c581e458a782a88ee2b.jpg,Roboflow_dataset10-yolo26,train,True
img_000062.jpg,IMG20250107171104_jpg.rf.161b08c67966e5c9a7a7657098f9adbe.jpg,Roboflow_dataset10-yolo26,train,True
img_000063.jpg,IMG20250107171117_jpg.rf.e3b277b6bf833875745a25985f33dafe.jpg,Roboflow_dataset10-yolo26,train,True
img_000064.jpg,IMG20250107171123_jpg.rf.d4cbe24c55db0abac3cd21d5662af615.jpg,Roboflow_dataset10-yolo26,train,True
img_000065.jpg,IMG20250107171206_jpg.rf.886c6d7e28c272581d7aa9faefcf3982.jpg,Roboflow_dataset10-yolo26,train,True
img_000066.jpg,IMG20250107171210_jpg.rf.8ae94127d7ab42af931f718736a33596.jpg,Roboflow_dataset10-yolo26,train,True
img_000067.jpg,IMG20250107171213_jpg.rf.df50b2df2f4a5c1181d4d0b635f1bfa4.jpg,Roboflow_dataset10-yolo26,train,True
img_000068.jpg,IMG20250107171216_jpg.rf.c41442728e155dc2bddf0e77d2bc4c38.jpg,Roboflow_dataset10-yolo26,train,True
img_000069.jpg,IMG20250107171219_jpg.rf.84dce872c3883e354d205439832d8d63.jpg,Roboflow_dataset10-yolo26,train,True
img_000070.jpg,IMG20250107171222_jpg.rf.f4d77b7e90b5b380f07feae94359f3cd.jpg,Roboflow_dataset10-yolo26,train,True
img_000071.jpg,IMG20250107171223_jpg.rf.bcd6b858b5ab22b4e31ff52297dadfc6.jpg,Roboflow_dataset10-yolo26,train,True
img_000072.jpg,IMG20250107171224_01_jpg.rf.0937521c164c18fcda80ac9e2584cd9c.jpg,Roboflow_dataset10-yolo26,train,True
img_000073.jpg,IMG20250107171224_jpg.rf.3273cc98d9d2ac5b78fc56d8f7e472ef.jpg,Roboflow_dataset10-yolo26,train,True
img_000074.jpg,IMG20250107171225_jpg.rf.a7bfd9fa4c3f8c556422a62383fb9809.jpg,Roboflow_dataset10-yolo26,train,True
img_000075.jpg,IMG20250107171226_01_jpg.rf.b048701d653a1225ee20805ac68b8141.jpg,Roboflow_dataset10-yolo26,train,True
img_000076.jpg,IMG20250107171226_jpg.rf.f25eca75075c74121f281ec7aa22883f.jpg,Roboflow_dataset10-yolo26,train,True
img_000077.jpg,IMG20250107171227_jpg.rf.3d820632bdd62dda74030c9b5d162466.jpg,Roboflow_dataset10-yolo26,train,True
img_000078.jpg,IMG20250107171228_jpg.rf.46031b180fea5e3a27e345ef7b785dc9.jpg,Roboflow_dataset10-yolo26,train,True
img_000079.jpg,IMG20250107171229_jpg.rf.9c31e8adf7865428f7fa27159efce232.jpg,Roboflow_dataset10-yolo26,train,True
img_000080.jpg,IMG20250107171244_jpg.rf.2e707458e5c3872d3df04028e41c6d00.jpg,Roboflow_dataset10-yolo26,train,True
img_000081.jpg,IMG20250107171245_01_jpg.rf.885064342afbeb1cb0476d1eef69b853.jpg,Roboflow_dataset10-yolo26,train,True
img_000082.jpg,IMG20250107171245_jpg.rf.400a44ba0651416852c2ce4a1fcc5a78.jpg,Roboflow_dataset10-yolo26,train,True
img_000083.jpg,IMG20250107171246_jpg.rf.a250e560b83e85aaa3550cb10dd151b2.jpg,Roboflow_dataset10-yolo26,train,True
img_000084.jpg,IMG20250107171250_01_jpg.rf.4324cb5f47fdeaa5cd28dd1d1906f8dd.jpg,Roboflow_dataset10-yolo26,train,True
img_000085.jpg,IMG20250107171250_jpg.rf.783d6516a6bd5f504bee85d9cb91079c.jpg,Roboflow_dataset10-yolo26,train,True
img_000086.jpg,IMG20250107171251_01_jpg.rf.8e00cbcc45f882f079c96e66011c4af5.jpg,Roboflow_dataset10-yolo26,train,True
img_000087.jpg,IMG20250107171251_jpg.rf.242d28aecd89081d3019919fdf467fa0.jpg,Roboflow_dataset10-yolo26,train,True
img_000088.jpg,IMG20250107171252_jpg.rf.f4f8fe3675e9e5730a3029ff1f87f870.jpg,Roboflow_dataset10-yolo26,train,True
img_000089.jpg,IMG20250107171253_01_jpg.rf.283f0111f702bdeaacbdc87a60530a8d.jpg,Roboflow_dataset10-yolo26,train,True
img_000090.jpg,IMG20250107171253_jpg.rf.2a0d7a2efb19893c999f251d2be246ab.jpg,Roboflow_dataset10-yolo26,train,True
img_000091.jpg,IMG20250107171421_01_jpg.rf.6febb822e0ce34eb21b5d7e88714c972.jpg,Roboflow_dataset10-yolo26,train,True
img_000092.jpg,IMG20250107171421_jpg.rf.6e6a8114e7ecfd4ecef10ff0c9e0887c.jpg,Roboflow_dataset10-yolo26,train,True
img_000093.jpg,IMG20250107171422_jpg.rf.27c499b1b327b583fec04db99f868f50.jpg,Roboflow_dataset10-yolo26,train,True
img_000094.jpg,IMG20250107171423_01_jpg.rf.bf65ea829eb303104267ead9e8c9263e.jpg,Roboflow_dataset10-yolo26,train,True
img_000095.jpg,IMG20250107171423_jpg.rf.21d4c225a995dcb266e1817309b92622.jpg,Roboflow_dataset10-yolo26,train,True
img_000096.jpg,IMG20250107171424_jpg.rf.591e2a2c0c54bf07cef2391db2ea4250.jpg,Roboflow_dataset10-yolo26,train,True
img_000097.jpg,IMG20250107171425_01_jpg.rf.4b5731508f9b489cd0f71a4ec8e15586.jpg,Roboflow_dataset10-yolo26,train,True
img_000098.jpg,IMG20250107171425_jpg.rf.6e787cc937abd94a9ce85d06b71da4c3.jpg,Roboflow_dataset10-yolo26,train,True
img_000099.jpg,IMG20250107171426_jpg.rf.a1011da0ec123e33abdab48a1e353970.jpg,Roboflow_dataset10-yolo26,train,True
img_000100.jpg,IMG20250107171427_01_jpg.rf.9b8730ccaab8595eb4f515d75ddeea63.jpg,Roboflow_dataset10-yolo26,train,True
img_000101.jpg,IMG20250107171427_jpg.rf.6712c575bb1bea7ce4c507ec3694a388.jpg,Roboflow_dataset10-yolo26,train,True
img_000102.jpg,IMG20250107171428_jpg.rf.3f00fd5136513a27eec0643d3adc31c6.jpg,Roboflow_dataset10-yolo26,train,True
img_000103.jpg,IMG20250107171429_jpg.rf.3ba1731608f0a897d8351e8bb8500b86.jpg,Roboflow_dataset10-yolo26,train,True
img_000104.jpg,IMG20250107171430_jpg.rf.e3a56caf3d7b92337a8248e0a44af695.jpg,Roboflow_dataset10-yolo26,train,True
img_000105.jpg,IMG20250107171431_jpg.rf.f2090f6ab9201dd1478846def63fa6d1.jpg,Roboflow_dataset10-yolo26,train,True
img_000106.jpg,IMG20250107171449_jpg.rf.dc5bd89760c4a88073a5b39a1fd6aefb.jpg,Roboflow_dataset10-yolo26,train,True
img_000107.jpg,IMG20250107171450_jpg.rf.c28b6c9417f36ce539f5a88b051d0504.jpg,Roboflow_dataset10-yolo26,train,True
img_000108.jpg,IMG20250107171451_01_jpg.rf.f5b623fa0e93b5ef42675adeb6b3c6ca.jpg,Roboflow_dataset10-yolo26,train,True
img_000109.jpg,IMG20250107171451_jpg.rf.57e85702f1a3b0405effda6548d0b781.jpg,Roboflow_dataset10-yolo26,train,True
img_000110.jpg,IMG20250107171452_jpg.rf.9edca35f95786182dc3f9143f712769e.jpg,Roboflow_dataset10-yolo26,train,True
img_000111.jpg,IMG20250107171453_01_jpg.rf.86ee58034718987b76a13f11046b5fce.jpg,Roboflow_dataset10-yolo26,train,True
img_000112.jpg,IMG20250107171453_jpg.rf.284eb00587606bd876aea0f71ac1cf80.jpg,Roboflow_dataset10-yolo26,train,True
img_000113.jpg,IMG20250107171454_jpg.rf.10a144caa4ab0af550fd19d5e71fdacd.jpg,Roboflow_dataset10-yolo26,train,True
img_000114.jpg,IMG20250107171455_jpg.rf.9cd6540717945a13210bfcb15e633737.jpg,Roboflow_dataset10-yolo26,train,True
img_000115.jpg,IMG20250107171456_01_jpg.rf.38321cb89affd070246297dbba1f4fa1.jpg,Roboflow_dataset10-yolo26,train,True
img_000116.jpg,IMG20250107171456_jpg.rf.c9ab43a5e8bb2f03ecdeec4da4555bab.jpg,Roboflow_dataset10-yolo26,train,True
img_000117.jpg,IMG20250107171457_jpg.rf.2e5b6cc8f3018403aade54de5a198455.jpg,Roboflow_dataset10-yolo26,train,True
img_000118.jpg,IMG20250107171458_jpg.rf.34dbc65e43526c05a0c8901510dc6000.jpg,Roboflow_dataset10-yolo26,train,True
img_000119.jpg,IMG20250107171507_01_jpg.rf.c9017f3f9af9f43001fb793951b3e34e.jpg,Roboflow_dataset10-yolo26,train,True
img_000120.jpg,IMG20250107171507_jpg.rf.b4413f10e2a0f4c4a68934ff53ad337d.jpg,Roboflow_dataset10-yolo26,train,True
img_000121.jpg,IMG20250107171508_jpg.rf.f44adac86f4430800e2772bb3ebefd12.jpg,Roboflow_dataset10-yolo26,train,True
img_000122.jpg,IMG20250107171509_01_jpg.rf.2eb2b4e8d701d5d0882f36fb738a1b3a.jpg,Roboflow_dataset10-yolo26,train,True
img_000123.jpg,IMG20250107171509_jpg.rf.c698ada77345d3d20423297d61c670d8.jpg,Roboflow_dataset10-yolo26,train,True
img_000124.jpg,IMG20250107171510_01_jpg.rf.3a54aa785e2aad37d92be21f3491b863.jpg,Roboflow_dataset10-yolo26,train,True
img_000125.jpg,IMG20250107171510_jpg.rf.e4b82fb0b6075752ce9a3f552cdc73a9.jpg,Roboflow_dataset10-yolo26,train,True
img_000126.jpg,IMG20250107171511_01_jpg.rf.10add29ed82bfa6c21b48054b35689fb.jpg,Roboflow_dataset10-yolo26,train,True
img_000127.jpg,IMG20250107171511_jpg.rf.3ea097d6878a9ca072c343ef28b53501.jpg,Roboflow_dataset10-yolo26,train,True
img_000128.jpg,IMG20250107171512_jpg.rf.4b5949bea340753851b25d18782107a2.jpg,Roboflow_dataset10-yolo26,train,True
img_000129.jpg,IMG20250107171513_jpg.rf.fae8a57cd4933b622cc11d0a3f63c2f7.jpg,Roboflow_dataset10-yolo26,train,True
img_000130.jpg,IMG20250107171521_jpg.rf.bb361a01477b3be8ae1ef8bd21b124ef.jpg,Roboflow_dataset10-yolo26,train,True
img_000131.jpg,IMG20250107171522_01_jpg.rf.adf513dc629bc92007bf56958e1406c9.jpg,Roboflow_dataset10-yolo26,train,True
img_000132.jpg,IMG20250107171522_jpg.rf.ddaa4a51c04da165f1da484e8cf87ea4.jpg,Roboflow_dataset10-yolo26,train,True
img_000133.jpg,IMG20250107171523_01_jpg.rf.b485e0c3ad7b715e5f19cddbb384af96.jpg,Roboflow_dataset10-yolo26,train,True
img_000134.jpg,IMG20250107171523_jpg.rf.6bfb19c5197680dece89d8f7621066e6.jpg,Roboflow_dataset10-yolo26,train,True
img_000135.jpg,IMG20250107171524_jpg.rf.83fce5b8e0ff86b789e701c70e7d9318.jpg,Roboflow_dataset10-yolo26,train,True
img_000136.jpg,IMG20250107171525_01_jpg.rf.8d334b48ebc100f994ed3dce940695b7.jpg,Roboflow_dataset10-yolo26,train,True
img_000137.jpg,IMG20250107171525_jpg.rf.91d825463328ef87d1df84e4aaabdcb9.jpg,Roboflow_dataset10-yolo26,train,True
img_000138.jpg,IMG20250107171526_01_jpg.rf.20090893f506f9af1ec7d3a67c2f7771.jpg,Roboflow_dataset10-yolo26,train,True
img_000139.jpg,IMG20250107171526_jpg.rf.df63d6d886027ad1e6891ad0f0c393c3.jpg,Roboflow_dataset10-yolo26,train,True
img_000140.jpg,IMG20250107171527_jpg.rf.8b497aca54c399fa6d9578a32bbbf57c.jpg,Roboflow_dataset10-yolo26,train,True
img_000141.jpg,IMG20250107171528_01_jpg.rf.ae54ccd4a4e6bc017d50ce4b1de320bf.jpg,Roboflow_dataset10-yolo26,train,True
img_000142.jpg,IMG20250107171528_jpg.rf.67c292d62d5af26a54ca045f182e654c.jpg,Roboflow_dataset10-yolo26,train,True
img_000143.jpg,IMG20250107171529_jpg.rf.d115af6f9c3b7935c92424f28a9c7aa9.jpg,Roboflow_dataset10-yolo26,train,True
img_000144.jpg,IMG20250107171550_01_jpg.rf.1de62d53d9273fc178739a54d7276be4.jpg,Roboflow_dataset10-yolo26,train,True
img_000145.jpg,IMG20250107171550_jpg.rf.7e414c0f99f1d4394c8b0477559ad1db.jpg,Roboflow_dataset10-yolo26,train,True
img_000146.jpg,IMG20250107171551_01_jpg.rf.6c54e5cf5845f70727e598f2fd72a1f8.jpg,Roboflow_dataset10-yolo26,train,True
img_000147.jpg,IMG20250107171551_jpg.rf.9e14f5a91901a39a4dac096cb8550de8.jpg,Roboflow_dataset10-yolo26,train,True
img_000148.jpg,IMG20250107171552_01_jpg.rf.27babf25d951ef9d3a2546d7d4612ab5.jpg,Roboflow_dataset10-yolo26,train,True
img_000149.jpg,IMG20250107171552_jpg.rf.db6feb57a5c2038d39de07b7bd3972bc.jpg,Roboflow_dataset10-yolo26,train,True
img_000150.jpg,IMG20250107171553_jpg.rf.a347c42bd53414cd9db5c5e2d82e1a0c.jpg,Roboflow_dataset10-yolo26,train,True
img_000151.jpg,IMG20250107171554_01_jpg.rf.73766edca915e6f717ffd275acd41870.jpg,Roboflow_dataset10-yolo26,train,True
img_000152.jpg,IMG20250107171554_jpg.rf.d6ffca539990fc4315574ea5cf5b9649.jpg,Roboflow_dataset10-yolo26,train,True
img_000153.jpg,IMG20250107171555_jpg.rf.b829b3ceeba63b83865e6f080739ae97.jpg,Roboflow_dataset10-yolo26,train,True
img_000154.jpg,IMG20250107171556_jpg.rf.839038f8f005d4e034d591679fce7ce8.jpg,Roboflow_dataset10-yolo26,train,True
img_000155.jpg,IMG20250107171602_01_jpg.rf.18a8e4d3e5e09d892b2bda6836b1543c.jpg,Roboflow_dataset10-yolo26,train,True
img_000156.jpg,IMG20250107171602_jpg.rf.74913f7913212cffa071184f38b381a8.jpg,Roboflow_dataset10-yolo26,train,True
img_000157.jpg,IMG20250107171603_jpg.rf.ea672751853642e1abcad384b977bbfb.jpg,Roboflow_dataset10-yolo26,train,True
img_000158.jpg,IMG20250107171604_01_jpg.rf.970ce1bf93bd6f09dc5bcbb3ee5dd359.jpg,Roboflow_dataset10-yolo26,train,True
img_000159.jpg,IMG20250107171604_jpg.rf.6c69ed402125dd5fb3af7bd977e417fa.jpg,Roboflow_dataset10-yolo26,train,True
img_000160.jpg,IMG20250107171605_01_jpg.rf.e29bce4ae816d35c773cda60689d343a.jpg,Roboflow_dataset10-yolo26,train,True
img_000161.jpg,IMG20250107171605_jpg.rf.0449c23ac53f83a660c879479f1bc54b.jpg,Roboflow_dataset10-yolo26,train,True
img_000162.jpg,IMG20250107171606_jpg.rf.24f0ad8c7f4a5a835d10f74d1b420e51.jpg,Roboflow_dataset10-yolo26,train,True
img_000163.jpg,IMG20250107171607_01_jpg.rf.2c5e32c99209c3eeadd97a23b8eede06.jpg,Roboflow_dataset10-yolo26,train,True
img_000164.jpg,IMG20250107171607_jpg.rf.b2f367eec15c4094754783f45a76920b.jpg,Roboflow_dataset10-yolo26,train,True
img_000165.jpg,IMG20250107171608_01_jpg.rf.8de0e82ec2ac06319f880433c56082cc.jpg,Roboflow_dataset10-yolo26,train,True
img_000166.jpg,IMG20250107171608_jpg.rf.03fa4b75e5badc9510560ab217d20fb7.jpg,Roboflow_dataset10-yolo26,train,True
img_000167.jpg,IMG20250107171609_jpg.rf.80894b564f11705b1ce64cfccb4415f9.jpg,Roboflow_dataset10-yolo26,train,True
img_000168.jpg,IMG20250107171610_01_jpg.rf.233644089acef38fd8f0033ec098abda.jpg,Roboflow_dataset10-yolo26,train,True
img_000169.jpg,IMG20250107171610_jpg.rf.3c256d7c6b1d40d1ec1eb789c1ac0f34.jpg,Roboflow_dataset10-yolo26,train,True
img_000170.jpg,IMG20250107171611_jpg.rf.61bf557b33e121440ac5e144a86688b0.jpg,Roboflow_dataset10-yolo26,train,True
img_000171.jpg,IMG20250107171612_jpg.rf.b36545c37db565a98924e707b0f086a8.jpg,Roboflow_dataset10-yolo26,train,True
img_000172.jpg,IMG20250107171730_jpg.rf.eba918cd6b31e2cc9520f5286114b7a2.jpg,Roboflow_dataset10-yolo26,train,True
img_000173.jpg,IMG20250107171731_01_jpg.rf.ed5a9ec6e0d0e3e6f8a380729c491940.jpg,Roboflow_dataset10-yolo26,train,True
img_000174.jpg,IMG20250107171731_jpg.rf.dd883ac83a3bb7340e4b67d94b653b95.jpg,Roboflow_dataset10-yolo26,train,True
img_000175.jpg,IMG20250107171732_jpg.rf.869471543e8e92d00cb4cac8258493ff.jpg,Roboflow_dataset10-yolo26,train,True
img_000176.jpg,IMG20250107171733_jpg.rf.ba44f671ebfe1734b3224c1b3a24775b.jpg,Roboflow_dataset10-yolo26,train,True
img_000177.jpg,IMG20250107171734_jpg.rf.0d903e157fa915aede8bf2b770c0d3f2.jpg,Roboflow_dataset10-yolo26,train,True
img_000178.jpg,IMG20250107171735_01_jpg.rf.5953effc5885b9987bac8b2f1fbe7b6a.jpg,Roboflow_dataset10-yolo26,train,True
img_000179.jpg,IMG20250107171735_jpg.rf.eda7227c9c9847f840107863d1e46402.jpg,Roboflow_dataset10-yolo26,train,True
img_000180.jpg,IMG20250107171736_jpg.rf.255470da290e2651eac9c97420b61fcf.jpg,Roboflow_dataset10-yolo26,train,True
img_000181.jpg,IMG20250107171737_jpg.rf.a8b80072a5566010e227dd5f3587d993.jpg,Roboflow_dataset10-yolo26,train,True
img_000182.jpg,IMG20250107171738_jpg.rf.8b3ee63bf33e8fe464c30105979be133.jpg,Roboflow_dataset10-yolo26,train,True
img_000183.jpg,IMG20250107171740_jpg.rf.7714cf67d962958deb928031f6610fac.jpg,Roboflow_dataset10-yolo26,train,True
img_000184.jpg,IMG20250107171741_01_jpg.rf.8e0c73a685e0c7183bb8b918c0968144.jpg,Roboflow_dataset10-yolo26,train,True
img_000185.jpg,IMG20250107171741_jpg.rf.c9611120989cb8a29647b182641c0359.jpg,Roboflow_dataset10-yolo26,train,True
img_000186.jpg,IMG20250107171742_01_jpg.rf.e15097d85b4166fedac6bb52358c0034.jpg,Roboflow_dataset10-yolo26,train,True
img_000187.jpg,IMG20250107171742_jpg.rf.9366b182e0831702d82bbd57da4f3876.jpg,Roboflow_dataset10-yolo26,train,True
img_000188.jpg,IMG20250107171743_jpg.rf.1a20b3f17a67e455f08f7774377956fd.jpg,Roboflow_dataset10-yolo26,train,True
img_000189.jpg,IMG20250107171744_jpg.rf.5fb9259f2cf6d4e1a038748e89287fed.jpg,Roboflow_dataset10-yolo26,train,True
img_000190.jpg,IMG20250107171805_jpg.rf.c52c28a2455c5913c87802ddc09cacf1.jpg,Roboflow_dataset10-yolo26,train,True
img_000191.jpg,IMG20250107171806_jpg.rf.2c4c439459fd54bec646e15bef93825a.jpg,Roboflow_dataset10-yolo26,train,True
img_000192.jpg,IMG20250107171807_jpg.rf.91e1b625098cb9b7658cc62246b79d62.jpg,Roboflow_dataset10-yolo26,train,True
