new_name,source_image,transform_type,target_classes,num_bboxes
aug_000119.jpg,img_000422.jpg,aggressive,dog,2
aug_000120.jpg,img_000422.jpg,aggressive,dog,2
aug_000121.jpg,img_000424.jpg,mild,dog,2
aug_000122.jpg,img_000424.jpg,aggressive,dog,2
aug_000123.jpg,img_000424.jpg,aggressive,dog,2
aug_000124.jpg,img_000425.jpg,mild,dog,2
aug_000125.jpg,img_000425.jpg,aggressive,dog,2
aug_000126.jpg,img_000425.jpg,aggressive,dog,2
aug_000127.jpg,img_000426.jpg,mild,dog,3
aug_000128.jpg,img_000426.jpg,aggressive,dog,3
aug_000129.jpg,img_000426.jpg,aggressive,dog,3
aug_000130.jpg,img_000427.jpg,mild,dog,5
aug_000131.jpg,img_000427.jpg,aggressive,dog,5
aug_000132.jpg,img_000427.jpg,aggressive,dog,5
aug_000133.jpg,img_000429.jpg,mild,dog,2
aug_000134.jpg,img_000429.jpg,aggressive,dog,2
aug_000135.jpg,img_000429.jpg,aggressive,dog,2
aug_000136.jpg,img_000430.jpg,mild,dog,2
aug_000137.jpg,img_000430.jpg,aggressive,dog,2
aug_000138.jpg,img_000430.jpg,aggressive,dog,2
aug_000139.jpg,img_000431.jpg,mild,dog,3
aug_000140.jpg,img_000431.jpg,aggressive,dog,3
aug_000141.jpg,img_000431.jpg,aggressive,dog,2
aug_000142.jpg,img_000432.jpg,mild,dog,1
aug_000143.jpg,img_000432.jpg,aggressive,dog,1
aug_000144.jpg,img_000432.jpg,aggressive,dog,1
aug_000145.jpg,img_000433.jpg,mild,dog,2
aug_000146.jpg,img_000433.jpg,aggressive,dog,2
aug_000147.jpg,img_000433.jpg,aggressive,dog,2
aug_000148.jpg,img_000434.jpg,mild,dog,3
aug_000149.jpg,img_000434.jpg,aggressive,dog,3
aug_000150.jpg,img_000434.jpg,aggressive,dog,3
aug_000151.jpg,img_000436.jpg,mild,dog,1
aug_000152.jpg,img_000436.jpg,aggressive,dog,1
aug_000153.jpg,img_000436.jpg,aggressive,dog,1
aug_000154.jpg,img_000438.jpg,mild,dog,1
aug_000155.jpg,img_000438.jpg,aggressive,dog,1
aug_000156.jpg,img_000438.jpg,aggressive,dog,1
aug_000157.jpg,img_000439.jpg,mild,dog,2
aug_000158.jpg,img_000439.jpg,aggressive,dog,2
aug_000159.jpg,img_000439.jpg,aggressive,dog,2
aug_000160.jpg,img_000440.jpg,mild,dog,1
aug_000161.jpg,img_000440.jpg,aggressive,dog,1
aug_000162.jpg,img_000440.jpg,aggressive,dog,1
aug_000163.jpg,img_000441.jpg,mild,dog,2
aug_000164.jpg,img_000441.jpg,aggressive,dog,2
aug_000165.jpg,img_000441.jpg,aggressive,dog,2
aug_000166.jpg,img_000444.jpg,mild,dog,3
aug_000167.jpg,img_000444.jpg,aggressive,dog,2
aug_000168.jpg,img_000444.jpg,aggressive,dog,2
aug_000169.jpg,img_000446.jpg,mild,dog,1
aug_000170.jpg,img_000446.jpg,aggressive,dog,1
aug_000171.jpg,img_000446.jpg,aggressive,dog,1
aug_000172.jpg,img_000447.jpg,mild,dog,2
aug_000173.jpg,img_000447.jpg,aggressive,dog,2
aug_000174.jpg,img_000447.jpg,aggressive,dog,2
aug_000175.jpg,img_000448.jpg,mild,dog,1
aug_000176.jpg,img_000448.jpg,aggressive,dog,1
aug_000177.jpg,img_000448.jpg,aggressive,dog,1
aug_000178.jpg,img_000449.jpg,mild,dog,2
aug_000179.jpg,img_000449.jpg,aggressive,dog,1
aug_000180.jpg,img_000449.jpg,aggressive,dog,2
aug_000181.jpg,img_000450.jpg,mild,dog,3
aug_000182.jpg,img_000450.jpg,aggressive,dog,3
aug_000183.jpg,img_000450.jpg,aggressive,dog,3
aug_000184.jpg,img_000451.jpg,mild,dog,1
aug_000185.jpg,img_000451.jpg,aggressive,dog,1
aug_000186.jpg,img_000451.jpg,aggressive,dog,1
aug_000187.jpg,img_000452.jpg,mild,dog,3
aug_000188.jpg,img_000452.jpg,aggressive,dog,3
aug_000189.jpg,img_000452.jpg,aggressive,dog,2
aug_000190.jpg,img_000453.jpg,mild,dog,3
aug_000191.jpg,img_000453.jpg,aggressive,dog,3
aug_000192.jpg,img_000453.jpg,aggressive,dog,3
aug_000193.jpg,img_000454.jpg,mild,dog,2
aug_000194.jpg,img_000454.jpg,aggressive,dog,2
aug_000195.jpg,img_000454.jpg,aggressive,dog,2
aug_000196.jpg,img_000455.jpg,mild,dog,3
aug_000197.jpg,img_000455.jpg,aggressive,dog,3
aug_000198.jpg,img_000455.jpg,aggressive,dog,2
aug_000199.jpg,img_000458.jpg,mild,dog,1
aug_000200.jpg,img_000458.jpg,aggressive,dog,1
aug_000201.jpg,img_000458.jpg,aggressive,dog,1
aug_000202.jpg,img_000461.jpg,mild,dog,2
aug_000203.jpg,img_000461.jpg,aggressive,dog,2
aug_000204.jpg,img_000461.jpg,aggressive,dog,2
aug_000205.jpg,img_000462.jpg,mild,dog,1
aug_000206.jpg,img_000462.jpg,aggressive,dog,1
aug_000207.jpg,img_000462.jpg,aggressive,dog,1
aug_000208.jpg,img_000463.jpg,mild,dog,2
aug_000209.jpg,img_000463.jpg,aggressive,dog,2
aug_000210.jpg,img_000463.jpg,aggressive,dog,2
aug_000211.jpg,img_000465.jpg,mild,dog,3
aug_000212.jpg,img_000465.jpg,aggressive,dog,3
aug_000213.jpg,img_000465.jpg,aggressive,dog,3
aug_000214.jpg,img_000466.jpg,mild,dog,1
aug_000215.jpg,img_000466.jpg,aggressive,dog,1
aug_000216.jpg,img_000466.jpg,aggressive,dog,1
aug_000217.jpg,img_000467.jpg,mild,dog,1
aug_000218.jpg,img_000467.jpg,aggressive,dog,1
aug_000219.jpg,img_000467.jpg,aggressive,dog,1
aug_000220.jpg,img_000468.jpg,mild,dog,3
aug_000221.jpg,img_000468.jpg,aggressive,dog,3
aug_000222.jpg,img_000468.jpg,aggressive,dog,3
aug_000223.jpg,img_000469.jpg,mild,dog,1
aug_000224.jpg,img_000469.jpg,aggressive,dog,1
aug_000225.jpg,img_000469.jpg,aggressive,dog,1
aug_000226.jpg,img_000471.jpg,mild,dog,3
aug_000227.jpg,img_000471.jpg,aggressive,dog,3
aug_000228.jpg,img_000471.jpg,aggressive,dog,3
aug_000229.jpg,img_000472.jpg,mild,dog,2
aug_000230.jpg,img_000472.jpg,aggressive,dog,2
aug_000231.jpg,img_000472.jpg,aggressive,dog,2
aug_000232.jpg,img_000473.jpg,mild,dog,2
aug_000233.jpg,img_000473.jpg,aggressive,dog,2
aug_000234.jpg,img_000473.jpg,aggressive,dog,2
aug_000235.jpg,img_000475.jpg,mild,dog,1
aug_000236.jpg,img_000475.jpg,aggressive,dog,1
aug_000237.jpg,img_000475.jpg,aggressive,dog,1
aug_000238.jpg,img_000476.jpg,mild,dog,3
aug_000239.jpg,img_000476.jpg,aggressive,dog,3
aug_000240.jpg,img_000476.jpg,aggressive,dog,3
aug_000241.jpg,img_000477.jpg,mild,dog,2
aug_000242.jpg,img_000477.jpg,aggressive,dog,2
aug_000243.jpg,img_000477.jpg,aggressive,dog,2
aug_000244.jpg,img_000478.jpg,mild,dog,2
aug_000245.jpg,img_000478.jpg,aggressive,dog,2
aug_000246.jpg,img_000478.jpg,aggressive,dog,2
aug_000247.jpg,img_000479.jpg,mild,dog,1
aug_000248.jpg,img_000479.jpg,aggressive,dog,1
aug_000249.jpg,img_000479.jpg,aggressive,dog,1
aug_000250.jpg,img_000480.jpg,mild,dog,3
aug_000251.jpg,img_000480.jpg,aggressive,dog,3
aug_000252.jpg,img_000480.jpg,aggressive,dog,3
aug_000253.jpg,img_000481.jpg,mild,dog,2
aug_000254.jpg,img_000481.jpg,aggressive,dog,2
aug_000255.jpg,img_000481.jpg,aggressive,dog,2
aug_000256.jpg,img_000482.jpg,mild,dog,4
aug_000257.jpg,img_000482.jpg,aggressive,dog,4
aug_000258.jpg,img_000482.jpg,aggressive,dog,4
aug_000259.jpg,img_000483.jpg,mild,dog,3
aug_000260.jpg,img_000483.jpg,aggressive,dog,3
aug_000261.jpg,img_000483.jpg,aggressive,dog,3
aug_000262.jpg,img_000484.jpg,mild,dog,1
aug_000263.jpg,img_000484.jpg,aggressive,dog,1
aug_000264.jpg,img_000484.jpg,aggressive,dog,1
aug_000265.jpg,img_000485.jpg,mild,dog,1
aug_000266.jpg,img_000485.jpg,aggressive,dog,1
aug_000267.jpg,img_000485.jpg,aggressive,dog,1
aug_000268.jpg,img_000486.jpg,mild,dog,5
aug_000269.jpg,img_000486.jpg,aggressive,dog,5
aug_000270.jpg,img_000486.jpg,aggressive,dog,5
aug_000271.jpg,img_000487.jpg,mild,dog,3
aug_000272.jpg,img_000487.jpg,aggressive,dog,3
aug_000273.jpg,img_000487.jpg,aggressive,dog,2
aug_000274.jpg,img_000490.jpg,mild,dog,3
aug_000275.jpg,img_000490.jpg,aggressive,dog,3
aug_000276.jpg,img_000490.jpg,aggressive,dog,3
aug_000277.jpg,img_000491.jpg,mild,dog,3
aug_000278.jpg,img_000491.jpg,aggressive,dog,3
aug_000279.jpg,img_000491.jpg,aggressive,dog,3
aug_000280.jpg,img_000492.jpg,mild,dog,9
aug_000281.jpg,img_000492.jpg,aggressive,dog,9
aug_000282.jpg,img_000492.jpg,aggressive,dog,9
aug_000283.jpg,img_000497.jpg,mild,dog,3
aug_000284.jpg,img_000497.jpg,aggressive,dog,3
aug_000285.jpg,img_000497.jpg,aggressive,dog,3
aug_000286.jpg,img_000513.jpg,mild,dog,2
aug_000287.jpg,img_000513.jpg,aggressive,dog,2
aug_000288.jpg,img_000513.jpg,aggressive,dog,2
aug_000289.jpg,img_000514.jpg,mild,dog,1
aug_000290.jpg,img_000514.jpg,aggressive,dog,1
aug_000291.jpg,img_000514.jpg,aggressive,dog,1
aug_000292.jpg,img_000515.jpg,mild,dog,3
aug_000293.jpg,img_000515.jpg,aggressive,dog,3
aug_000294.jpg,img_000515.jpg,aggressive,dog,3
aug_000295.jpg,img_000516.jpg,mild,dog,3
aug_000296.jpg,img_000516.jpg,aggressive,dog,3
aug_000297.jpg,img_000516.jpg,aggressive,dog,3
aug_000298.jpg,img_000517.jpg,mild,dog,3
aug_000299.jpg,img_000517.jpg,aggressive,dog,3
aug_000300.jpg,img_000517.jpg,aggressive,dog,3
aug_000301.jpg,img_000518.jpg,mild,dog,2
aug_000302.jpg,img_000518.jpg,aggressive,dog,2
aug_000303.jpg,img_000518.jpg,aggressive,dog,1
aug_000304.jpg,img_000519.jpg,mild,dog,6
aug_000305.jpg,img_000519.jpg,aggressive,dog,6
aug_000306.jpg,img_000519.jpg,aggressive,dog,6
aug_000307.jpg,img_000520.jpg,mild,dog,3
aug_000308.jpg,img_000520.jpg,aggressive,dog,3
aug_000309.jpg,img_000520.jpg,aggressive,dog,3
aug_000310.jpg,img_000521.jpg,mild,dog,3
aug_000311.jpg,img_000521.jpg,aggressive,dog,3
aug_000312.jpg,img_000521.jpg,aggressive,dog,3
aug_000313.jpg,img_000522.jpg,mild,dog,5
aug_000314.jpg,img_000522.jpg,aggressive,dog,5
aug_000315.jpg,img_000522.jpg,aggressive,dog,4
aug_000316.jpg,img_000523.jpg,mild,dog,3
aug_000317.jpg,img_000523.jpg,aggressive,dog,3
aug_000318.jpg,img_000523.jpg,aggressive,dog,3
aug_000319.jpg,img_000524.jpg,mild,dog,3
aug_000320.jpg,img_000524.jpg,aggressive,dog,3
aug_000321.jpg,img_000524.jpg,aggressive,dog,3
aug_000322.jpg,img_000525.jpg,mild,dog,3
aug_000323.jpg,img_000525.jpg,aggressive,dog,3
aug_000324.jpg,img_000525.jpg,aggressive,dog,3
aug_000325.jpg,img_000526.jpg,mild,dog,3
aug_000326.jpg,img_000526.jpg,aggressive,dog,3
aug_000327.jpg,img_000526.jpg,aggressive,dog,3
aug_000328.jpg,img_000527.jpg,mild,dog,3
aug_000329.jpg,img_000527.jpg,aggressive,dog,3
aug_000330.jpg,img_000527.jpg,aggressive,dog,3
aug_000331.jpg,img_000528.jpg,mild,dog,3
aug_000332.jpg,img_000528.jpg,aggressive,dog,3
aug_000333.jpg,img_000528.jpg,aggressive,dog,3
aug_000334.jpg,img_000529.jpg,mild,dog,3
aug_000335.jpg,img_000529.jpg,aggressive,dog,3
aug_000336.jpg,img_000529.jpg,aggressive,dog,3
aug_000337.jpg,img_000530.jpg,mild,dog,3
aug_000338.jpg,img_000530.jpg,aggressive,dog,3
aug_000339.jpg,img_000530.jpg,aggressive,dog,3
aug_000340.jpg,img_000531.jpg,mild,dog,3
aug_000341.jpg,img_000531.jpg,aggressive,dog,3
aug_000342.jpg,img_000531.jpg,aggressive,dog,3
aug_000343.jpg,img_000532.jpg,mild,dog,3
aug_000344.jpg,img_000532.jpg,aggressive,dog,3
aug_000345.jpg,img_000532.jpg,aggressive,dog,3
aug_000346.jpg,img_000533.jpg,mild,dog,2
aug_000347.jpg,img_000533.jpg,aggressive,dog,2
aug_000348.jpg,img_000533.jpg,aggressive,dog,2
aug_000349.jpg,img_000534.jpg,mild,dog,1
aug_000350.jpg,img_000534.jpg,aggressive,dog,1
aug_000351.jpg,img_000534.jpg,aggressive,dog,1
aug_000352.jpg,img_000535.jpg,mild,dog,3
aug_000353.jpg,img_000535.jpg,aggressive,dog,3
aug_000354.jpg,img_000535.jpg,aggressive,dog,3
aug_000355.jpg,img_000536.jpg,mild,dog,3
aug_000356.jpg,img_000536.jpg,aggressive,dog,2
aug_000357.jpg,img_000536.jpg,aggressive,dog,3
aug_000358.jpg,img_000537.jpg,mild,dog,3
aug_000359.jpg,img_000537.jpg,aggressive,dog,2
aug_000360.jpg,img_000537.jpg,aggressive,dog,2
aug_000361.jpg,img_000538.jpg,mild,dog,3
aug_000362.jpg,img_000538.jpg,aggressive,dog,3
aug_000363.jpg,img_000538.jpg,aggressive,dog,3
aug_000364.jpg,img_000539.jpg,mild,dog,3
aug_000365.jpg,img_000539.jpg,aggressive,dog,3
aug_000366.jpg,img_000539.jpg,aggressive,dog,3
aug_000367.jpg,img_000540.jpg,mild,dog,3
aug_000368.jpg,img_000540.jpg,aggressive,dog,3
aug_000369.jpg,img_000540.jpg,aggressive,dog,3
aug_000370.jpg,img_000541.jpg,mild,dog,3
aug_000371.jpg,img_000541.jpg,aggressive,dog,3
aug_000372.jpg,img_000541.jpg,aggressive,dog,3
aug_000373.jpg,img_000542.jpg,mild,dog,2
aug_000374.jpg,img_000542.jpg,aggressive,dog,2
aug_000375.jpg,img_000542.jpg,aggressive,dog,2
aug_000376.jpg,img_000543.jpg,mild,dog,3
aug_000377.jpg,img_000543.jpg,aggressive,dog,3
aug_000378.jpg,img_000543.jpg,aggressive,dog,3
aug_000379.jpg,img_000544.jpg,mild,dog,3
aug_000380.jpg,img_000544.jpg,aggressive,dog,3
aug_000381.jpg,img_000544.jpg,aggressive,dog,2
aug_000382.jpg,img_000545.jpg,mild,dog,2
aug_000383.jpg,img_000545.jpg,aggressive,dog,2
aug_000384.jpg,img_000545.jpg,aggressive,dog,2
aug_000385.jpg,img_000546.jpg,mild,dog,3
aug_000386.jpg,img_000546.jpg,aggressive,dog,3
aug_000387.jpg,img_000546.jpg,aggressive,dog,3
aug_000388.jpg,img_000547.jpg,mild,dog,3
aug_000389.jpg,img_000547.jpg,aggressive,dog,3
aug_000390.jpg,img_000547.jpg,aggressive,dog,3
aug_000391.jpg,img_000548.jpg,mild,dog,3
aug_000392.jpg,img_000548.jpg,aggressive,dog,3
aug_000393.jpg,img_000548.jpg,aggressive,dog,3
aug_000394.jpg,img_000549.jpg,mild,dog,3
aug_000395.jpg,img_000549.jpg,aggressive,dog,3
aug_000396.jpg,img_000549.jpg,aggressive,dog,2
aug_000397.jpg,img_000550.jpg,mild,dog,3
aug_000398.jpg,img_000550.jpg,aggressive,dog,3
aug_000399.jpg,img_000550.jpg,aggressive,dog,3
aug_000400.jpg,img_000551.jpg,mild,dog,3
aug_000401.jpg,img_000551.jpg,aggressive,dog,3
aug_000402.jpg,img_000551.jpg,aggressive,dog,3
aug_000403.jpg,img_000552.jpg,mild,dog,2
aug_000404.jpg,img_000552.jpg,aggressive,dog,2
aug_000405.jpg,img_000552.jpg,aggressive,dog,2
aug_000406.jpg,img_000553.jpg,mild,dog,3
aug_000407.jpg,img_000553.jpg,aggressive,dog,3
aug_000408.jpg,img_000553.jpg,aggressive,dog,3
aug_000409.jpg,img_000554.jpg,mild,dog,2
aug_000410.jpg,img_000554.jpg,aggressive,dog,2
aug_000411.jpg,img_000554.jpg,aggressive,dog,2
aug_000412.jpg,img_000555.jpg,mild,dog,2
aug_000413.jpg,img_000555.jpg,aggressive,dog,2
aug_000414.jpg,img_000555.jpg,aggressive,dog,2
aug_000415.jpg,img_000556.jpg,mild,dog,4
aug_000416.jpg,img_000556.jpg,aggressive,dog,3
aug_000417.jpg,img_000556.jpg,aggressive,dog,3
aug_000418.jpg,img_000557.jpg,mild,dog,5
aug_000419.jpg,img_000557.jpg,aggressive,dog,4
aug_000420.jpg,img_000557.jpg,aggressive,dog,5
aug_000421.jpg,img_000558.jpg,mild,dog,3
aug_000422.jpg,img_000558.jpg,aggressive,dog,3
aug_000423.jpg,img_000558.jpg,aggressive,dog,3
aug_000424.jpg,img_000559.jpg,mild,dog,3
aug_000425.jpg,img_000559.jpg,aggressive,dog,3
aug_000426.jpg,img_000559.jpg,aggressive,dog,3
aug_000427.jpg,img_000560.jpg,mild,dog,3
aug_000428.jpg,img_000560.jpg,aggressive,dog,3
aug_000429.jpg,img_000560.jpg,aggressive,dog,3
aug_000430.jpg,img_000561.jpg,mild,dog,3
aug_000431.jpg,img_000561.jpg,aggressive,dog,3
aug_000432.jpg,img_000561.jpg,aggressive,dog,3
aug_000433.jpg,img_000562.jpg,mild,dog,3
aug_000434.jpg,img_000562.jpg,aggressive,dog,3
aug_000435.jpg,img_000562.jpg,aggressive,dog,3
aug_000436.jpg,img_000563.jpg,mild,dog,3
aug_000437.jpg,img_000563.jpg,aggressive,dog,2
aug_000438.jpg,img_000563.jpg,aggressive,dog,2
aug_000439.jpg,img_000564.jpg,mild,dog,3
aug_000440.jpg,img_000564.jpg,aggressive,dog,3
aug_000441.jpg,img_000564.jpg,aggressive,dog,3
aug_000442.jpg,img_000565.jpg,mild,dog,1
aug_000443.jpg,img_000565.jpg,aggressive,dog,1
aug_000444.jpg,img_000565.jpg,aggressive,dog,1
aug_000445.jpg,img_000566.jpg,mild,dog,3
aug_000446.jpg,img_000566.jpg,aggressive,dog,3
aug_000447.jpg,img_000566.jpg,aggressive,dog,3
aug_000448.jpg,img_000567.jpg,mild,dog,3
aug_000449.jpg,img_000567.jpg,aggressive,dog,2
aug_000450.jpg,img_000567.jpg,aggressive,dog,3
aug_000451.jpg,img_000568.jpg,mild,dog,3
aug_000452.jpg,img_000568.jpg,aggressive,dog,3
aug_000453.jpg,img_000568.jpg,aggressive,dog,3
aug_000454.jpg,img_000569.jpg,mild,dog,3
aug_000455.jpg,img_000569.jpg,aggressive,dog,3
aug_000456.jpg,img_000569.jpg,aggressive,dog,3
aug_000457.jpg,img_000570.jpg,mild,dog,3
aug_000458.jpg,img_000570.jpg,aggressive,dog,3
aug_000459.jpg,img_000570.jpg,aggressive,dog,3
aug_000460.jpg,img_000571.jpg,mild,dog,3
aug_000461.jpg,img_000571.jpg,aggressive,dog,3
aug_000462.jpg,img_000571.jpg,aggressive,dog,3
aug_000463.jpg,img_000572.jpg,mild,dog,3
aug_000464.jpg,img_000572.jpg,aggressive,dog,3
aug_000465.jpg,img_000572.jpg,aggressive,dog,3
aug_000466.jpg,img_000573.jpg,mild,dog,3
aug_000467.jpg,img_000573.jpg,aggressive,dog,3
aug_000468.jpg,img_000573.jpg,aggressive,dog,3
aug_000469.jpg,img_000574.jpg,mild,dog,1
aug_000470.jpg,img_000574.jpg,aggressive,dog,1
aug_000471.jpg,img_000574.jpg,aggressive,dog,1
aug_000472.jpg,img_000575.jpg,mild,dog,3
aug_000473.jpg,img_000575.jpg,aggressive,dog,3
aug_000474.jpg,img_000575.jpg,aggressive,dog,3
aug_000475.jpg,img_000576.jpg,mild,dog,1
aug_000476.jpg,img_000576.jpg,aggressive,dog,1
aug_000477.jpg,img_000576.jpg,aggressive,dog,1
aug_000478.jpg,img_000577.jpg,mild,dog,3
aug_000479.jpg,img_000577.jpg,aggressive,dog,3
aug_000480.jpg,img_000577.jpg,aggressive,dog,2
aug_000481.jpg,img_000578.jpg,mild,dog,2
aug_000482.jpg,img_000578.jpg,aggressive,dog,2
aug_000483.jpg,img_000578.jpg,aggressive,dog,2
aug_000484.jpg,img_000579.jpg,mild,dog,2
aug_000485.jpg,img_000579.jpg,aggressive,dog,2
aug_000486.jpg,img_000579.jpg,aggressive,dog,2
aug_000487.jpg,img_000580.jpg,mild,dog,2
aug_000488.jpg,img_000580.jpg,aggressive,dog,2
aug_000489.jpg,img_000580.jpg,aggressive,dog,2
aug_000490.jpg,img_000581.jpg,mild,dog,3
aug_000491.jpg,img_000581.jpg,aggressive,dog,3
aug_000492.jpg,img_000581.jpg,aggressive,dog,3
