img_id,category,bbox,ratio
3317,stair,"[0, 0, 640, 640]",1.0
3382,stair,"[0, 0, 640, 640]",1.0
3404,stair,"[0, 0, 611, 640]",0.9546875
3414,stair,"[0, 0, 640, 640]",1.0
3433,stair,"[0, 0, 640, 640]",1.0
3434,stair,"[0, 0, 640, 640]",1.0
3435,stair,"[0, 0, 640, 640]",1.0
3436,stair,"[0, 0, 640, 640]",1.0
3437,stair,"[0, 0, 640, 640]",1.0
3438,stair,"[0, 0, 640, 640]",1.0
3439,stair,"[0, 0, 640, 640]",1.0
3440,stair,"[0, 0, 640, 640]",1.0
3441,stair,"[0, 0, 640, 640]",1.0
3442,stair,"[0, 0, 640, 640]",1.0
3443,stair,"[0, 0, 640, 640]",1.0
3444,stair,"[0, 0, 640, 640]",1.0
3445,stair,"[0, 0, 640, 640]",1.0
3446,stair,"[0, 0, 640, 640]",1.0
3447,stair,"[0, 0, 640, 640]",1.0
3463,stair,"[0, 0, 640, 640]",1.0
3464,stair,"[0, 0, 640, 640]",1.0
3465,stair,"[0, 0, 640, 640]",1.0
3466,stair,"[0, 0, 640, 640]",1.0
3467,stair,"[0, 0, 640, 640]",1.0
3468,stair,"[0, 0, 640, 640]",1.0
3469,stair,"[0, 0, 640, 640]",1.0
3470,stair,"[0, 0, 640, 640]",1.0
3471,stair,"[0, 0, 640, 640]",1.0
3472,stair,"[0, 0, 640, 640]",1.0
3473,stair,"[0, 0, 640, 640]",1.0
3474,stair,"[0, 0, 640, 640]",1.0
3475,stair,"[0, 0, 640, 640]",1.0
3476,stair,"[0, 0, 640, 640]",1.0
3477,stair,"[0, 0, 640, 640]",1.0
3478,stair,"[0, 0, 640, 640]",1.0
3479,stair,"[0, 0, 640, 640]",1.0
3480,stair,"[0, 0, 640, 640]",1.0
3481,stair,"[0, 0, 640, 640]",1.0
3482,stair,"[0, 0, 640, 640]",1.0
3483,stair,"[0, 0, 640, 640]",1.0
3484,stair,"[0, 0, 640, 640]",1.0
3485,stair,"[0, 0, 640, 640]",1.0
3486,stair,"[0, 0, 640, 640]",1.0
3487,stair,"[0, 0, 640, 640]",1.0
3488,stair,"[0, 0, 640, 640]",1.0
3489,stair,"[0, 0, 640, 640]",1.0
3490,stair,"[0, 0, 640, 640]",1.0
3491,stair,"[0, 0, 640, 640]",1.0
3492,stair,"[0, 0, 640, 640]",1.0
3493,stair,"[0, 0, 640, 640]",1.0
3494,stair,"[0, 0, 640, 640]",1.0
3688,stair,"[0, 0, 637, 638]",0.9922021484375
3689,stair,"[1, 0, 637, 638]",0.9922021484375
3690,stair,"[0, 10, 637, 627]",0.975872802734375
3691,stair,"[0, 0, 637, 638]",0.9922021484375
3692,stair,"[4, 0, 631, 624]",0.962059326171875
3695,stair,"[7, 13, 631, 624]",0.962059326171875
3698,stair,"[23, 3, 615, 634]",0.95270263671875
3707,stair,"[0, 3, 637, 635]",0.988314208984375
3709,stair,"[0, 0, 638, 638]",0.993759765625
3710,stair,"[0, 12, 638, 626]",0.975068359375
3714,stair,"[0, 7, 637, 633]",0.98442626953125
3726,stair,"[0, 3, 638, 635]",0.9890869140625
3727,stair,"[1, 4, 637, 636]",0.989091796875
3730,stair,"[0, 0, 637, 638]",0.9922021484375
3732,stair,"[0, 15, 637, 623]",0.96887451171875
3772,stair,"[0, 0, 638, 640]",0.996875
3773,stair,"[0, 0, 638, 638]",0.993759765625
3774,stair,"[0, 6, 638, 632]",0.9844140625
3775,stair,"[0, 0, 638, 640]",0.996875
3776,stair,"[0, 0, 638, 638]",0.993759765625
3777,stair,"[0, 0, 638, 640]",0.996875
3778,stair,"[0, 10, 638, 628]",0.97818359375
3779,stair,"[3, 7, 635, 631]",0.979005126953125
3780,stair,"[0, 0, 638, 638]",0.993759765625
3781,stair,"[0, 0, 638, 638]",0.993759765625
3782,stair,"[0, 0, 638, 638]",0.993759765625
3783,stair,"[0, 0, 637, 638]",0.9922021484375
3784,stair,"[0, 0, 640, 638]",0.996875
3785,stair,"[0, 3, 635, 635]",0.98443603515625
3786,stair,"[0, 0, 640, 638]",0.996875
3787,stair,"[0, 0, 638, 638]",0.993759765625
3788,stair,"[0, 0, 638, 640]",0.996875
3789,stair,"[0, 0, 638, 638]",0.993759765625
3790,stair,"[9, 0, 629, 620]",0.952099609375
3791,stair,"[9, 0, 629, 638]",0.9797412109375
3792,stair,"[0, 0, 640, 638]",0.996875
3793,stair,"[0, 0, 638, 634]",0.987529296875
3794,stair,"[0, 1, 638, 637]",0.9922021484375
3800,stair,"[0, 6, 638, 632]",0.9844140625
3801,stair,"[0, 0, 640, 638]",0.996875
3802,stair,"[0, 0, 638, 611]",0.9517041015625
3803,stair,"[0, 0, 638, 638]",0.993759765625
3804,stair,"[0, 0, 638, 614]",0.956376953125
3805,stair,"[0, 0, 638, 638]",0.993759765625
3806,stair,"[0, 0, 638, 624]",0.971953125
3807,stair,"[0, 0, 638, 614]",0.956376953125
3812,stair,"[10, 0, 628, 638]",0.97818359375
3815,stair,"[4, 1, 636, 637]",0.989091796875
3817,stair,"[0, 0, 638, 614]",0.956376953125
3818,stair,"[0, 0, 638, 618]",0.962607421875
3819,stair,"[0, 0, 638, 638]",0.993759765625
3827,stair,"[9, 0, 631, 638]",0.9828564453125
3830,stair,"[18, 0, 620, 638]",0.96572265625
3831,stair,"[18, 1, 621, 637]",0.966541748046875
3894,stair,"[0, 0, 640, 640]",1.0
3897,stair,"[0, 0, 640, 640]",1.0
3928,stair,"[0, 0, 640, 640]",1.0
3941,stair,"[0, 0, 640, 640]",1.0
3942,stair,"[0, 0, 640, 640]",1.0
3949,stair,"[6, 0, 634, 640]",0.990625
3953,stair,"[0, 0, 640, 640]",1.0
3954,stair,"[0, 0, 640, 640]",1.0
3955,stair,"[0, 1, 640, 639]",0.9984375
3956,stair,"[0, 0, 640, 640]",1.0
3957,stair,"[0, 0, 640, 640]",1.0
3958,stair,"[0, 0, 640, 640]",1.0
3963,stair,"[0, 0, 640, 637]",0.9953125
3977,stair,"[10, 0, 628, 638]",0.97818359375
3990,stair,"[0, 0, 635, 638]",0.9890869140625
4010,stair,"[0, 0, 640, 640]",1.0
4011,stair,"[0, 0, 640, 640]",1.0
4035,stair,"[0, 0, 640, 640]",1.0
4040,stair,"[0, 0, 640, 640]",1.0
4044,stair,"[0, 0, 640, 640]",1.0
4045,stair,"[0, 0, 640, 640]",1.0
4046,stair,"[0, 0, 640, 640]",1.0
4047,stair,"[0, 0, 640, 640]",1.0
4048,stair,"[0, 0, 640, 640]",1.0
4049,stair,"[0, 0, 640, 640]",1.0
4050,stair,"[0, 0, 640, 640]",1.0
4051,stair,"[0, 0, 640, 640]",1.0
4052,stair,"[0, 0, 640, 640]",1.0
4053,stair,"[0, 0, 640, 640]",1.0
4054,stair,"[0, 0, 640, 640]",1.0
4055,stair,"[0, 0, 640, 640]",1.0
4056,stair,"[0, 0, 640, 640]",1.0
4057,stair,"[0, 0, 640, 640]",1.0
4058,stair,"[0, 0, 640, 640]",1.0
4059,stair,"[0, 0, 640, 640]",1.0
4060,stair,"[0, 0, 640, 640]",1.0
4061,stair,"[0, 0, 640, 640]",1.0
4062,stair,"[0, 0, 640, 640]",1.0
4063,stair,"[0, 0, 640, 640]",1.0
4064,stair,"[0, 0, 640, 640]",1.0
4065,stair,"[0, 0, 640, 640]",1.0
4066,stair,"[0, 0, 640, 640]",1.0
4067,stair,"[0, 0, 640, 640]",1.0
4068,stair,"[0, 0, 640, 640]",1.0
4069,stair,"[0, 0, 640, 640]",1.0
4070,stair,"[0, 0, 640, 640]",1.0
4071,stair,"[0, 0, 640, 640]",1.0
4072,stair,"[0, 0, 640, 640]",1.0
4073,stair,"[0, 0, 640, 640]",1.0
4074,stair,"[0, 0, 640, 640]",1.0
4075,stair,"[0, 0, 640, 640]",1.0
4076,stair,"[0, 0, 640, 640]",1.0
4077,stair,"[0, 0, 640, 640]",1.0
4078,stair,"[0, 0, 640, 640]",1.0
4079,stair,"[0, 0, 640, 640]",1.0
4080,stair,"[0, 0, 640, 640]",1.0
4081,stair,"[0, 0, 640, 640]",1.0
4082,stair,"[0, 0, 640, 640]",1.0
4083,stair,"[0, 0, 640, 640]",1.0
4084,stair,"[0, 0, 640, 640]",1.0
4085,stair,"[0, 0, 640, 640]",1.0
4086,stair,"[0, 0, 640, 640]",1.0
4087,stair,"[0, 0, 640, 640]",1.0
4088,stair,"[0, 0, 640, 640]",1.0
4089,stair,"[0, 0, 640, 640]",1.0
4090,stair,"[0, 0, 640, 640]",1.0
4091,stair,"[0, 0, 640, 640]",1.0
4092,stair,"[0, 0, 640, 640]",1.0
4093,stair,"[0, 0, 640, 640]",1.0
4094,stair,"[0, 0, 640, 640]",1.0
4095,stair,"[0, 0, 640, 640]",1.0
4096,stair,"[0, 0, 640, 640]",1.0
4097,stair,"[0, 0, 640, 640]",1.0
4098,stair,"[0, 0, 640, 640]",1.0
4099,stair,"[0, 0, 640, 640]",1.0
4100,stair,"[0, 0, 640, 640]",1.0
4101,stair,"[0, 0, 640, 640]",1.0
4102,stair,"[0, 0, 640, 640]",1.0
4103,stair,"[0, 0, 640, 640]",1.0
4104,stair,"[0, 0, 640, 640]",1.0
4105,stair,"[0, 0, 640, 640]",1.0
4106,stair,"[0, 0, 640, 640]",1.0
4107,stair,"[0, 0, 640, 640]",1.0
4108,stair,"[0, 0, 640, 640]",1.0
4109,stair,"[0, 0, 640, 640]",1.0
4110,stair,"[0, 0, 640, 640]",1.0
4111,stair,"[0, 0, 640, 640]",1.0
4112,stair,"[0, 0, 640, 640]",1.0
4113,stair,"[4, 0, 636, 640]",0.99375
4114,stair,"[4, 0, 636, 640]",0.99375
4115,stair,"[0, 0, 640, 640]",1.0
4116,stair,"[0, 0, 640, 640]",1.0
4117,stair,"[1, 0, 639, 640]",0.9984375
4118,stair,"[0, 0, 640, 640]",1.0
4119,stair,"[0, 0, 640, 640]",1.0
4120,stair,"[0, 0, 640, 640]",1.0
4121,stair,"[0, 0, 640, 640]",1.0
4122,stair,"[0, 0, 640, 640]",1.0
4123,stair,"[0, 0, 640, 640]",1.0
4124,stair,"[0, 0, 640, 640]",1.0
4125,stair,"[0, 0, 640, 640]",1.0
4126,stair,"[0, 0, 640, 640]",1.0
4127,stair,"[0, 0, 640, 640]",1.0
4128,stair,"[0, 3, 640, 637]",0.9953125
4129,stair,"[0, 0, 640, 640]",1.0
4130,stair,"[0, 0, 640, 640]",1.0
4131,stair,"[0, 0, 640, 640]",1.0
4132,stair,"[0, 0, 640, 640]",1.0
4133,stair,"[0, 0, 640, 640]",1.0
4134,stair,"[0, 0, 640, 640]",1.0
4135,stair,"[0, 0, 640, 640]",1.0
4136,stair,"[1, 0, 639, 640]",0.9984375
4137,stair,"[0, 0, 640, 640]",1.0
4138,stair,"[0, 0, 640, 640]",1.0
4139,stair,"[0, 0, 640, 640]",1.0
4140,stair,"[0, 0, 640, 640]",1.0
4141,stair,"[0, 0, 640, 640]",1.0
4142,stair,"[1, 1, 639, 639]",0.99687744140625
4143,stair,"[1, 1, 639, 639]",0.99687744140625
4144,stair,"[0, 0, 640, 640]",1.0
4145,stair,"[0, 0, 640, 640]",1.0
4146,stair,"[1, 1, 639, 639]",0.99687744140625
4147,stair,"[0, 0, 640, 640]",1.0
4148,stair,"[0, 0, 640, 640]",1.0
4149,stair,"[0, 0, 640, 640]",1.0
4150,stair,"[0, 0, 640, 640]",1.0
4151,stair,"[0, 3, 640, 637]",0.9953125
4152,stair,"[0, 0, 640, 640]",1.0
4153,stair,"[1, 3, 639, 637]",0.99375732421875
4154,stair,"[1, 3, 639, 637]",0.99375732421875
4155,stair,"[0, 0, 640, 640]",1.0
4156,stair,"[0, 0, 640, 640]",1.0
4157,stair,"[0, 0, 640, 640]",1.0
4158,stair,"[0, 0, 640, 640]",1.0
4159,stair,"[0, 0, 640, 640]",1.0
4160,stair,"[0, 0, 640, 640]",1.0
4161,stair,"[0, 0, 640, 640]",1.0
4162,stair,"[0, 0, 640, 640]",1.0
4163,stair,"[0, 0, 640, 640]",1.0
4164,stair,"[0, 0, 640, 640]",1.0
4165,stair,"[0, 0, 640, 640]",1.0
4166,stair,"[0, 0, 640, 640]",1.0
4167,stair,"[0, 0, 640, 640]",1.0
4168,stair,"[0, 0, 640, 640]",1.0
4169,stair,"[0, 0, 640, 640]",1.0
4170,stair,"[0, 0, 640, 640]",1.0
4171,stair,"[0, 0, 640, 640]",1.0
4172,stair,"[0, 0, 640, 640]",1.0
4173,stair,"[0, 0, 640, 640]",1.0
4174,stair,"[0, 0, 640, 640]",1.0
4175,stair,"[0, 0, 640, 640]",1.0
4176,stair,"[0, 0, 640, 640]",1.0
4223,stair,"[0, 1, 640, 639]",0.9984375
4224,stair,"[0, 0, 640, 640]",1.0
4225,stair,"[0, 0, 640, 640]",1.0
4226,stair,"[0, 0, 640, 640]",1.0
4227,stair,"[0, 0, 640, 640]",1.0
4228,stair,"[0, 0, 640, 640]",1.0
4229,stair,"[0, 0, 640, 640]",1.0
4230,stair,"[0, 0, 640, 640]",1.0
4231,stair,"[0, 0, 640, 640]",1.0
4232,stair,"[0, 0, 640, 640]",1.0
4233,stair,"[0, 0, 640, 640]",1.0
4237,stair,"[0, 0, 638, 640]",0.996875
4238,stair,"[0, 0, 638, 640]",0.996875
4239,stair,"[1, 6, 637, 632]",0.983648681640625
4252,stair,"[0, 0, 640, 640]",1.0
4253,stair,"[0, 0, 640, 640]",1.0
5054,door,"[0, 0, 640, 640]",1.0
5171,door,"[0, 0, 640, 640]",1.0
5351,door,"[0, 0, 640, 640]",1.0
5468,door,"[0, 0, 640, 640]",1.0
